2 2 33 2 16 17 0 34 1 1 0 2 1 17 33 0 8 29 34 16 30 20 17 0 10 7 0 0 9 260 0 131 0 248 0 255 114 0 525 0 0 0 0 0 0 0 0 0 0 8 10 0 1 9 10 1 9 18 10 0 7 19 10 0 14 8 0 0 5 9 0 2 9 18 0 0 8 19 0 1 14 0 3 3 0 0 7 0 0 7 0 0 10 0 0 0 0 0 4 0 0 0 4 0 0 0 5 10 0 0 5 10 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1 2 16 0 24 20 0 17 0 1 1 0 2 8 0 0 15 19 0 0 19 11 0 0 8 11 0 0 7 132 0 124 0 117 0 283 149 0 259 0 0 0 0 0 0 0 0 0 0 8 10 0 2 9 10 0 5 0 21 0 9 0 25 0 4 10 14 0 2 13 15 0 4 0 4 0 6 0 4 0 4 0 6 3 0 0 7 0 0 6 0 0 0 0 0 0 0 0 6 2 0 0 4 0 0 0 7 0 0 0 6 0 0 0 0 2 0 0 0 0 0 0 0 1 0 0 0 1 0 
1 1 6 1 4 1 0 9 0 0 0 0 0 31 4 2 19 32 6 0 27 27 0 0 15 16 0 0 17 29 0 0 0 9 0 3 6 0 38 1 1 2 0 0 0 0 1 0 0 0 0 0 1 0 0 0 7 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 7 0 0 0 1 0 0 0 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
6 10 32 44 29 29 9 33 38 7 9 7 10 8 161 62 29 16 176 149 16 14 143 68 17 17 59 64 7 174 77 180 4 186 58 361 167 140 377 2 1 3 0 4 1 1 1 2 0 40 48 11 3 43 50 32 3 46 92 16 5 51 86 38 5 42 43 11 3 39 42 29 3 43 85 18 4 43 78 41 4 5 8 10 8 2 8 2 3 10 2 9 8 9 1 6 1 5 7 8 3 6 8 8 2 9 8 10 7 12 8 10 6 9 12 8 11 0 0 3 1 1 0 1 2 2 5 3 2 
1 0 17 0 0 0 0 19 0 0 0 0 0 16 0 0 0 28 0 0 32 21 0 0 0 0 0 0 0 155 0 0 0 127 0 0 0 0 289 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 19 0 0 0 0 0 0 0 21 0 0 0 0 0 0 0 11 0 0 0 0 0 0 0 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1 0 8 0 0 0 0 12 0 0 0 0 0 15 0 0 0 20 0 0 19 18 0 0 0 0 0 0 0 63 0 0 0 26 0 0 0 0 86 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8 13 15 94 19 18 26 20 75 3 3 2 2 15 136 93 27 24 181 169 44 35 167 99 28 18 95 74 16 122 256 84 45 84 280 209 122 496 209 1 3 5 2 4 2 3 5 2 1 14 28 15 16 17 34 27 16 14 14 15 19 17 17 27 19 14 28 10 8 17 34 18 8 14 14 10 14 17 17 18 14 2 0 0 2 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1 1 0 0 1 2 0 0 1 2 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 
2 0 10 0 0 0 1 15 0 0 0 0 0 33 0 0 0 36 0 0 38 32 0 13 0 0 0 9 0 66 0 0 0 27 0 0 0 0 91 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2 4 19 7 20 18 1 16 6 1 0 0 1 12 53 19 24 14 47 54 4 6 48 15 36 16 17 17 21 114 4 102 0 148 3 267 164 9 270 2 4 0 1 4 2 0 1 1 1 10 8 1 9 10 9 3 1 0 8 0 7 0 9 0 7 10 0 0 4 10 0 0 5 0 0 1 6 0 0 3 8 0 8 8 0 0 2 0 0 2 0 0 0 0 0 0 0 0 4 0 0 0 4 0 0 0 6 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1 1 6 1 13 7 0 9 0 0 0 0 0 31 5 12 18 32 8 0 27 28 0 0 19 17 6 0 13 29 0 19 0 9 0 81 75 0 38 1 1 1 0 0 0 0 1 0 0 0 0 0 3 0 0 0 7 0 0 0 3 0 0 0 9 0 0 0 2 0 0 0 7 0 0 0 2 0 0 0 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1 3 15 1 35 33 0 18 2 1 2 0 1 8 14 0 30 17 17 34 21 13 32 0 38 20 0 0 24 146 0 233 0 102 0 524 276 0 253 0 1 0 0 1 1 0 1 0 0 8 10 0 9 9 10 1 8 0 10 0 14 0 10 2 7 8 18 0 9 9 19 0 4 0 18 0 14 0 19 1 6 0 3 3 0 0 7 0 0 7 0 0 0 0 0 6 0 0 3 10 0 0 3 10 0 0 6 0 0 0 6 0 0 0 0 12 0 0 0 0 0 0 0 0 0 0 0 0 0 
1 1 5 0 19 16 0 7 0 1 0 0 0 2 0 0 28 1 0 0 21 18 0 0 28 19 0 0 16 16 0 111 0 10 0 276 159 0 33 0 0 0 0 0 0 0 0 0 0 11 2 0 15 15 4 0 1 0 0 0 17 0 0 0 6 0 0 0 11 0 0 0 0 0 0 0 14 0 0 0 1 0 0 2 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1 1 7 0 12 7 0 12 0 0 0 0 0 15 0 0 19 20 0 0 19 18 0 0 20 18 0 0 15 63 0 19 0 19 0 75 63 0 75 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 3 0 0 0 3 0 0 0 3 0 0 0 2 0 0 0 2 0 0 0 2 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1 3 16 2 10 6 0 18 3 1 0 0 1 14 30 0 13 20 33 19 22 18 10 0 41 15 0 0 42 141 1 3 0 113 0 28 32 1 261 0 2 1 0 1 1 0 2 0 0 2 14 0 2 6 15 2 14 0 14 0 5 0 15 0 16 2 0 0 3 6 0 0 8 0 0 0 7 0 0 2 13 0 2 2 0 0 2 0 0 2 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 2 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2 0 16 0 0 0 0 19 0 0 0 1 0 16 0 0 0 28 0 0 32 21 0 0 0 0 0 0 0 155 0 0 0 111 0 0 0 0 271 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 19 0 0 0 0 0 0 0 21 0 0 0 0 0 0 0 11 16 0 0 0 19 0 0 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 2 0 0 19 16 0 0 0 0 1 0 0 0 0 0 32 0 0 0 0 0 0 0 28 21 0 0 16 0 0 111 0 0 0 271 155 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 19 0 0 0 0 0 0 0 21 0 0 0 0 0 0 0 11 0 0 0 0 0 16 0 15 0 19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2 0 14 0 0 0 1 19 0 0 0 0 0 26 0 0 0 32 0 0 38 34 0 17 0 0 0 10 0 79 0 0 0 38 0 0 0 0 122 0 0 0 2 0 0 0 0 0 2 0 0 0 0 0 0 0 8 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1 1 16 0 12 6 0 18 0 1 0 0 1 11 0 0 2 19 0 0 23 16 0 0 3 4 0 0 1 139 0 15 0 113 0 68 66 0 259 0 0 0 0 0 0 0 0 0 0 5 14 0 0 9 17 0 16 0 14 0 0 0 17 0 19 5 0 0 0 9 0 0 8 0 0 0 0 0 0 0 14 0 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 2 0 0 36 32 0 0 0 0 2 0 0 0 0 0 32 0 0 0 0 0 0 0 30 20 0 0 17 0 0 233 0 0 0 538 294 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 14 0 0 0 0 0 18 0 9 0 19 0 0 0 18 0 14 0 19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 11 0 0 0 11 0 0 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 2 0 0 36 32 0 0 0 0 2 0 0 0 0 0 32 0 0 0 0 0 0 0 30 20 0 0 17 0 0 233 0 0 0 538 294 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 14 0 0 0 0 0 18 0 9 0 19 0 0 0 18 0 14 0 19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 11 0 0 0 11 0 0 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 2 0 0 27 20 0 0 0 0 1 0 0 0 0 0 49 0 0 0 0 0 0 0 29 37 0 0 18 0 0 117 0 0 0 306 182 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 16 0 0 0 0 0 0 0 23 0 0 0 0 0 2 0 11 0 4 0 0 0 11 0 15 0 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 2 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 
1 1 16 0 19 16 0 19 0 0 0 0 0 16 0 0 32 28 0 0 32 21 0 0 28 21 0 0 16 155 0 111 0 111 0 271 155 0 271 0 0 0 0 0 0 0 0 0 0 0 0 0 19 0 0 0 19 0 0 0 21 0 0 0 21 0 0 0 11 0 0 0 11 0 0 0 16 0 0 0 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1 1 7 0 19 15 0 11 0 1 0 0 1 1 0 0 23 3 0 0 2 4 0 0 19 16 0 0 11 55 0 98 0 21 0 256 157 0 73 0 0 0 0 0 0 0 0 0 0 14 5 0 16 17 9 0 0 0 5 0 19 0 9 0 0 14 0 0 8 17 0 0 0 0 0 0 14 0 0 0 0 0 1 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1 1 18 0 19 15 0 16 0 1 0 0 1 9 0 0 23 11 0 0 9 7 0 0 19 13 0 0 8 114 0 102 0 148 0 267 164 0 270 0 0 0 0 0 0 0 0 0 0 10 8 0 8 10 9 0 1 0 8 0 7 0 9 0 7 10 0 0 4 10 0 0 5 0 0 0 6 0 0 0 8 0 8 8 0 0 2 0 0 2 0 0 0 0 0 0 0 0 4 0 0 0 4 0 0 0 6 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1 1 5 0 19 15 0 8 0 1 0 0 1 18 0 0 26 18 0 0 14 15 0 0 22 19 0 0 14 24 0 98 0 7 0 258 159 0 31 0 0 0 0 0 0 0 0 0 0 14 2 0 14 15 6 0 2 0 2 0 16 0 6 0 5 14 0 0 8 15 0 0 3 0 0 0 13 0 0 0 7 0 3 3 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 2 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1 2 6 0 30 21 0 11 0 1 2 0 1 1 0 0 25 3 0 0 2 4 0 0 22 20 0 0 12 55 0 113 0 15 0 319 212 0 63 0 0 0 0 0 0 0 0 0 0 14 5 0 16 17 9 0 0 0 5 0 19 0 9 0 0 14 19 0 8 17 26 0 0 0 19 0 14 0 26 0 0 0 1 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 2 0 0 0 2 0 0 1 0 0 0 1 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 
1 1 5 0 19 16 0 7 0 1 0 0 0 2 0 0 28 1 0 0 21 18 0 0 28 19 0 0 16 16 0 111 0 10 0 276 159 0 33 0 0 0 0 0 0 0 0 0 0 11 2 0 15 15 4 0 1 0 0 0 17 0 0 0 6 0 0 0 11 0 0 0 0 0 0 0 14 0 0 0 1 0 0 2 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1 2 7 1 20 12 0 12 1 0 0 0 0 15 6 7 38 18 10 17 17 17 10 0 32 34 4 0 26 63 0 26 0 19 0 109 86 0 75 0 1 1 0 1 1 0 1 1 0 0 0 0 8 0 0 0 3 0 0 0 9 0 0 0 3 0 0 0 6 0 0 0 2 0 0 0 5 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2 1 7 1 7 5 1 12 0 1 0 0 0 43 1 5 14 43 1 0 44 42 0 8 16 15 4 3 11 32 0 7 0 8 0 31 19 0 38 1 0 1 3 0 0 1 1 0 1 4 2 1 3 4 6 0 6 0 0 0 2 0 0 0 9 0 0 0 4 0 0 0 4 0 0 0 2 0 0 0 9 0 0 2 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2 0 9 0 0 0 1 14 0 0 0 0 0 30 0 0 0 36 0 0 28 22 0 13 0 0 0 7 0 64 0 0 0 26 0 0 0 0 87 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1 2 7 1 13 9 0 12 1 0 0 0 0 15 6 1 33 18 11 12 17 18 7 0 51 35 1 0 47 63 0 19 0 19 0 75 63 0 75 0 1 0 0 1 1 0 1 0 0 0 0 0 4 0 0 0 3 0 0 0 3 0 0 0 3 0 0 0 4 0 0 0 2 0 0 0 3 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
3 0 36 0 0 0 0 39 0 0 0 6 0 17 0 0 0 26 0 0 24 17 0 0 0 0 0 0 0 256 0 0 0 242 0 0 0 0 513 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 50 0 0 0 56 0 0 7 0 0 0 0 0 0 0 6 50 0 0 0 56 0 0 8 0 0 0 0 0 0 0 0 0 0 0 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13 0 0 0 13 0 10 0 0 0 0 0 0 2 0 0 0 0 0 0 0 6 
2 1 20 2 0 1 1 19 0 0 0 0 0 33 18 0 0 35 18 0 24 19 0 16 17 0 0 17 16 123 0 0 0 156 1 0 0 0 287 0 2 0 2 0 0 1 1 0 1 0 0 0 0 0 0 0 13 0 0 0 0 0 0 0 16 0 0 0 0 0 0 0 17 0 0 0 0 0 0 0 19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2 0 9 0 0 0 1 14 0 0 0 0 0 28 0 0 0 36 0 0 52 47 0 12 0 0 0 7 0 63 0 0 0 26 0 0 0 0 86 0 0 0 2 0 0 1 0 0 1 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1 1 18 0 17 18 0 17 0 0 0 0 0 19 0 0 19 21 0 0 19 17 0 0 21 17 0 0 19 122 0 138 0 138 0 270 122 0 270 0 0 0 0 0 0 0 0 0 0 0 0 0 12 0 0 0 12 0 0 0 16 0 0 0 16 0 0 0 17 0 0 0 17 0 0 0 18 0 0 0 18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
3 1 33 1 16 17 2 34 0 1 0 2 1 16 0 16 9 30 0 0 32 18 0 34 11 6 17 33 8 260 0 131 0 248 0 255 114 0 525 0 0 0 0 0 0 0 0 0 0 8 10 1 1 9 10 0 9 18 10 0 7 19 10 0 14 8 0 2 5 9 0 0 9 18 0 1 8 19 0 0 14 0 3 3 0 0 7 0 0 7 0 0 10 0 0 0 0 0 4 0 0 0 4 0 0 0 5 10 0 0 5 10 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 1 0 0 1 2 0 0 0 0 0 0 0 0 0 0 16 0 0 0 0 0 0 0 34 17 0 0 33 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1 1 18 0 17 18 0 17 0 0 0 0 0 19 0 0 19 21 0 0 19 17 0 0 21 17 0 0 19 122 0 138 0 138 0 270 122 0 270 0 0 0 0 0 0 0 0 0 0 0 0 0 12 0 0 0 12 0 0 0 16 0 0 0 16 0 0 0 17 0 0 0 17 0 0 0 18 0 0 0 18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
3 1 34 1 16 17 2 35 0 1 0 2 1 21 1 16 9 40 1 0 42 23 0 34 11 6 17 33 8 260 0 131 0 248 0 255 114 0 525 0 0 0 2 0 0 1 0 0 1 8 10 1 1 9 10 0 9 18 10 0 7 19 10 0 14 8 0 2 5 9 0 0 9 18 0 1 8 19 0 0 14 0 3 3 0 0 7 0 0 7 0 0 10 0 0 0 0 0 4 0 0 0 4 0 0 0 5 10 0 0 5 10 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
3 0 27 0 0 0 0 29 0 0 0 4 0 40 0 0 0 46 0 0 32 32 0 0 0 0 0 0 0 147 0 0 0 145 0 0 0 0 303 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 24 0 0 0 24 0 0 12 0 0 0 0 0 0 0 14 32 0 0 0 37 0 0 10 0 0 0 0 0 0 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 6 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 
2 0 23 0 0 0 0 24 0 0 0 2 0 35 0 0 0 38 0 0 32 30 0 0 0 0 0 0 0 137 0 0 0 149 0 0 0 0 294 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13 16 0 0 0 16 0 0 12 0 0 0 0 0 0 0 15 16 0 0 0 16 0 0 12 0 0 0 0 0 0 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 3 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2 1 22 0 16 17 0 24 0 1 0 2 1 35 0 0 15 38 0 0 32 30 0 0 17 15 0 0 17 137 0 125 0 132 0 246 111 0 279 0 0 0 0 0 0 0 0 0 0 14 2 0 9 12 4 0 13 16 2 0 10 16 4 0 12 14 0 0 12 12 0 0 15 16 0 0 10 16 0 0 12 0 1 1 0 0 1 0 0 1 0 0 8 0 0 0 0 0 3 0 0 0 3 0 0 0 4 2 0 0 4 2 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2 0 23 0 0 0 0 29 0 0 0 2 0 12 0 0 0 22 0 0 25 20 0 0 0 0 0 0 0 194 0 0 0 134 0 0 0 0 332 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 16 19 0 0 0 26 0 0 19 0 0 0 0 0 0 0 8 19 0 0 0 26 0 0 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 3 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2 0 8 0 0 0 1 10 0 0 0 0 0 29 0 0 0 32 0 0 38 34 0 7 0 0 0 5 0 19 0 0 0 13 0 0 0 0 41 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
